# Ps Pf tauTTD tauBTD
2.00 0.5 0.8101508270900687 0.6216951902002804
2.00 1.0 0.5159420372434244 0.6304528008765174
2.00 1.5 0.37460014211960163 0.6720169536366937
2.00 2.0 0.3102307957281218 0.6897728611392296
2.00 2.5 0.2624226212555044 0.7410786284242628
2.00 3.0 0.2593514156790309 0.7885910562801943
2.00 3.5 0.2344093377692483 0.8722836813211838
2.00 4.0 0.2029171650884252 0.9659030120499665
2.00 4.5 0.19328578861813878 0.9437375140753558
2.00 5.0 0.17915819652330495 1.0666387456293462
2.00 5.5 0.17321692409884548 1.1280617136949225
2.00 6.0 0.1602582357234502 1.2062583432053449
2.00 6.5 0.169033156248558 1.3461926144133862
2.00 7.0 0.16754584295619498 1.4087255096060383
2.00 7.5 0.15701479157109632 1.593867719823255
2.00 8.0 0.14980941938659276 1.659276881836068
2.25 0.5 0.8370534376639702 0.5623204223881548
2.25 1.0 0.5656894460849894 0.5496573336517214
2.25 1.5 0.40327526353166554 0.5857874323039646
2.25 2.0 0.31716041164288744 0.6362360109017737
2.25 2.5 0.28479441650014514 0.6650553136867426
2.25 3.0 0.2548331285615302 0.7269678563257016
2.25 3.5 0.23023647154577825 0.7350651823955121
2.25 4.0 0.20827158418267802 0.8136630191442945
2.25 4.5 0.20600445584925958 0.8423987708724674
2.25 5.0 0.195695061856813 0.8955431952628562
2.25 5.5 0.18482026071425187 0.95619326643687
2.25 6.0 0.18402124355921584 1.06258761449774
2.25 6.5 0.16914887923586533 1.1012645261505165
2.25 7.0 0.15657830049633323 1.2281880826659797
2.25 7.5 0.1577780158822326 1.2466652446424884
2.25 8.0 0.1505695222054194 1.3775366952645447
2.50 0.5 0.9033418423749106 0.5105156112182834
2.50 1.0 0.5352486572531229 0.5226639905891111
2.50 1.5 0.40715456870647065 0.5691290884183574
2.50 2.0 0.328541923544969 0.588029363955627
2.50 2.5 0.30296999579756234 0.6278872259694328
2.50 3.0 0.26493235897970585 0.6711968686528933
2.50 3.5 0.24509185265003508 0.6919005076186862
2.50 4.0 0.22539631626956685 0.7177636676732508
2.50 4.5 0.2063997362203181 0.7581979828267467
2.50 5.0 0.19822563149494798 0.784947597057697
2.50 5.5 0.1900392629869523 0.8172846798368502
2.50 6.0 0.18384445477795075 0.8853324379362022
2.50 6.5 0.17519051779398126 0.9254023176654216
2.50 7.0 0.16543069259182128 0.9882790173026826
2.50 7.5 0.16864540884528423 1.121133267071281
2.50 8.0 0.16208144638756725 1.1345114374346543
2.75 0.5 0.9050696745953571 0.49574414816604284
2.75 1.0 0.5693577025793761 0.487154934665898
2.75 1.5 0.43472246376444 0.5305479463354328
2.75 2.0 0.3492792701838304 0.5402848627953158
2.75 2.5 0.30739060594314244 0.5806601196041653
2.75 3.0 0.2757401728919781 0.5952593040239851
2.75 3.5 0.2410611302942421 0.6237336476119443
2.75 4.0 0.24089270466068338 0.6411354286761928
2.75 4.5 0.21593947669073843 0.7158655512572543
2.75 5.0 0.2046167859309033 0.7317913695708029
2.75 5.5 0.19703429603389985 0.7737170748980298
2.75 6.0 0.18444915980013257 0.799105009763251
2.75 6.5 0.18132418050015894 0.8534115249519721
2.75 7.0 0.16955694815133104 0.8602910880089494
2.75 7.5 0.16442699580886772 0.9109746305650485
2.75 8.0 0.16734350451040628 1.0018557305090623
3.00 0.5 0.9117291297534386 0.46100753565032887
3.00 1.0 0.5728443067517118 0.47117223515198897
3.00 1.5 0.4323956622987773 0.4732346213933994
3.00 2.0 0.37062423768341063 0.5246313882396191
3.00 2.5 0.3103009301790089 0.5356385759320075
3.00 3.0 0.2752973355397749 0.5552336870321389
3.00 3.5 0.25374054595880857 0.6184844048214152
3.00 4.0 0.22998317013771352 0.5791680646946346
3.00 4.5 0.23227049322516405 0.6336404877381712
3.00 5.0 0.204545413120958 0.6560782694149556
