lp_w,Pf_Ps,alpha,trap_frac,mean_vx
2.25,0.5,2.049868481165293,0.35218,-8.761180909981038
2.25,0.625,2.039696991673016,0.33684,-8.437294626029674
2.25,0.75,2.0545770193227773,0.32534,-6.746930434776514
2.25,0.875,2.045352635318223,0.30734,-4.887859010019587
2.25,1.0,2.0275196219492986,0.29298,-3.502122568790493
2.25,1.125,1.83840186306157,0.27986,-1.775815647395409
2.25,1.25,0.9261891391647905,0.26826,0.4865597606266947
2.25,1.375,1.5895231584251863,0.26094,1.9323269530988227
2.25,1.5,1.8389235865307973,0.2503,4.231555443298852
2.25,1.625,1.9197458258593205,0.23976,6.338739254399277
2.25,1.75,1.9393746063758956,0.23164,8.084238083279324
2.25,1.875,1.9518432326901085,0.21914,10.691124843927202
2.25,2.0,1.9559197175978564,0.21666,12.427316387610203
2.5,0.125,1.8194273740293498,0.38924,-6.457641838620813
2.5,0.25,2.0062823558202485,0.3962,-10.147008609838691
2.5,0.375,2.030592191304152,0.38016,-11.465259567729555
2.5,0.5,2.0359295108628213,0.36566,-10.782510635354498
2.5,0.625,2.0463045837135643,0.34522,-9.648997167002426
2.5,0.75,2.050391215644109,0.33516,-8.204935171162347
2.5,0.875,2.04142171777236,0.31454,-5.994443839914917
2.5,1.0,2.0358286625153106,0.3005,-4.228015538436487
2.5,1.125,1.9350623078585585,0.29298,-2.345870731272634
2.5,1.25,1.1460773243795415,0.27608,-0.19845590900038515
2.5,1.375,1.602392680139717,0.26582,2.2866473788982122
2.5,1.5,1.804609915697426,0.25598,4.022998502867272
2.5,1.625,1.8973833332825918,0.24678,6.4604205763653795
2.5,1.75,1.95511202681977,0.23604,8.602537257952456
2.5,1.875,1.9597253137988573,0.22594,11.155267751334819
2.5,2.0,1.9626513797416403,0.21298,13.397573900685277
2.75,0.125,1.8363843063534138,0.40608,-7.9902655204630095
2.75,0.25,2.0174049797582554,0.40994,-12.585083057527415
2.75,0.375,2.0450554664718874,0.39228,-13.176867453827949
2.75,0.5,2.0332007211987073,0.37498,-12.313419146333597
2.75,0.625,2.0400998751321744,0.35826,-11.634906070201989
2.75,0.75,2.039052967798184,0.34126,-9.24944492771952
2.75,0.875,2.064538341749868,0.32942,-7.592596347681606
2.75,1.0,2.03066063804053,0.30662,-4.891426206048053
2.75,1.125,2.006661432980355,0.29724,-2.905972378475697
2.75,1.25,1.4673875805453722,0.28716,-1.0450510234803125
2.75,1.375,1.4619309790903454,0.27388,1.6338233317728943
2.75,1.5,1.8167261631992235,0.26028,4.272201734207062
2.75,1.625,1.8980363656353023,0.25252,6.437148161097513
2.75,1.75,1.934192825609673,0.24372,8.929406317026885
2.75,1.875,1.951711221523801,0.22972,11.459418908735138
2.75,2.0,1.9566510232729342,0.22184,14.416848393155961
3.0,0.125,1.9126135119242262,0.4201,-9.778821832955002
3.0,0.25,2.02147935436754,0.42338,-14.485565174503304
3.0,0.375,2.0460062130751724,0.40732,-15.081792951260857
3.0,0.5,2.0433032916083897,0.38808,-14.419496055849336
3.0,0.625,2.044489452085559,0.369,-12.81261103170106
3.0,0.75,2.0362091283889168,0.34926,-11.06737838876084
