# G = 0.0
# D = 0.01
Ps,Pf,alpha,beta,D_eff,mean_vx
3.5,6.5,1.745715836113662,1.0130122728785684,6.582277571667676,0.3325254652349929
3.5,7.0,1.770295306000412,1.001031211964281,7.408800140480054,0.34432027805142973
3.5,7.5,1.796211738777555,1.0195326743918982,6.616424500479185,0.3800158088365325
3.5,8.0,1.804482275626603,1.0089935983186413,7.205122652516583,0.41358058479979604
3.75,0.5,1.0816454839552214,1.0727329071263203,5.228576573692435,0.02027736376760111
3.75,1.0,1.1119460778132064,1.0030494352549106,6.596331766255484,0.06087966814892722
3.75,1.5,1.1479690235425186,0.9453352006040096,8.567611132553782,0.0719011042984429
3.75,2.0,1.2774235282136763,1.0461477194822846,5.906929654237592,0.08292740922008623
3.75,2.5,1.339803280628866,1.0131844813890176,6.6214179803621525,0.10771165042563197
3.75,3.0,1.4715723148641178,1.0821506555981975,5.234100937115667,0.13512431089914265
3.75,3.5,1.5168927439749202,1.050114078933287,5.8292951416571634,0.1584285150766598
3.75,4.0,1.546585977361261,0.9808244144980985,7.395116457932334,0.1738880422355771
3.75,4.5,1.612634906595289,1.0048634312811096,7.098398498187605,0.20786385446791433
3.75,5.0,1.6396362924841046,1.022873789845041,6.633313900677197,0.23239687858829045
3.75,5.5,1.657303564296524,1.049229590687965,6.324152272253059,0.24100730328322492
3.75,6.0,1.7100964754398464,1.0122005521484458,7.479224047345281,0.28037435199928173
3.75,6.5,1.7550886479828913,1.0232166599984391,6.939834663426925,0.2936887575945042
3.75,7.0,1.7506508200240878,1.0170570635440297,7.543743719157306,0.32291885849439195
3.75,7.5,1.7909971840925105,1.0329697295971834,6.860883061275509,0.3506760301785842
3.75,8.0,1.8166245286854317,1.048510822998556,6.946982384724593,0.3663666446969209
4.0,0.5,1.0534952005791025,1.0357961720324527,7.0421024368428755,0.01849007965486894
4.0,1.0,1.1701544520819867,1.0791337215058039,5.8486053471335095,0.048684728530884694
4.0,1.5,1.1184649900640349,0.979345321527098,8.342629632666483,0.060623708425186516
4.0,2.0,1.292497182703206,1.0611882119571967,6.2572261674278975,0.08682479047456884
4.0,2.5,1.2930016968570481,1.00739116831176,7.208794898202386,0.10094848557295524
4.0,3.0,1.3965174492579104,1.0302414946522866,7.347678512919097,0.11822372033410491
4.0,3.5,1.4666647235063766,1.0555776567864974,6.829126688326962,0.15506280403190384
4.0,4.0,1.5553588341117561,1.0726809767765455,6.126965936900385,0.17197354135373455
4.0,4.5,1.579136485221517,1.0095922397611634,7.531449056039841,0.19761716525849324
4.0,5.0,1.6326053959414935,1.0208061015631698,7.464040551884307,0.22460715143793122
4.0,5.5,1.6326888666219674,1.0070211751453653,7.882611533362131,0.23128513341056775
4.0,6.0,1.7109629653941045,1.0316711943850239,7.286610460905616,0.2451953994250177
4.0,6.5,1.7636186094399429,1.0974694748040705,6.055599220278689,0.2788259790601105
4.0,7.0,1.719551489951928,1.020193956258481,8.149116543591575,0.29430680065986287
4.0,7.5,1.7545781643903091,0.9926492400142845,8.773507912474741,0.30960869266759306
4.0,8.0,1.7557635829915557,1.041511843208323,7.654322777104644,0.34229126691549366
