# Ps Pf alpha
2.75 2.5 2.0004400522061507
2.75 3.0 1.9989980305748445
2.75 3.5 1.9987522010515966
2.75 4.0 1.9986322540477701
2.75 4.5 1.9788575598307612
2.75 5.0 1.9995320264317091
2.75 5.5 2.0009232219986655
2.75 6.0 1.999019785778574
2.75 6.5 1.9998361486903544
2.75 7.0 2.000227702652613
2.75 7.5 2.000271957348367
2.75 8.0 1.9999702932110333
3.00 0.5 1.9989935509668537
3.00 1.0 2.0000146199484474
3.00 1.5 1.9998058612165681
3.00 2.0 2.0001078170463775
3.00 2.5 2.000032698113972
3.00 3.0 1.999486653811563
3.00 3.5 1.9991715518028443
3.00 4.0 1.9984267874410944
3.00 4.5 1.99207547280426
3.00 5.0 1.9694586003481707
3.00 5.5 1.9985846376095637
3.00 6.0 1.998296212420092
3.00 6.5 2.0003009658028787
3.00 7.0 2.0006896089214297
3.00 7.5 2.000224049266622
3.00 8.0 2.0006366025266566
3.25 0.5 1.9997748727558182
3.25 1.0 2.000292554742031
3.25 1.5 2.0000381633083646
3.25 2.0 2.0001223977452325
3.25 2.5 1.9996806934072378
3.25 3.0 1.999390130888595
3.25 3.5 2.000527854761211
3.25 4.0 1.9994415020948964
3.25 4.5 1.9988133623492792
3.25 5.0 1.9903352465846196
3.25 5.5 1.9568953575414394
3.25 6.0 1.9949363400483173
3.25 6.5 2.000969243491796
3.25 7.0 1.999679532586502
3.25 7.5 1.9984822073008546
3.25 8.0 1.9997170160391782
3.50 0.5 1.999548065735354
3.50 1.0 1.9996817918856966
3.50 1.5 2.000093590259428
3.50 2.0 1.9997624155367135
3.50 2.5 2.000153900781458
3.50 3.0 2.0002103798543214
3.50 3.5 2.0002532147838616
3.50 4.0 1.9996902037449737
3.50 4.5 2.000055251875989
3.50 5.0 1.998999107732327
3.50 5.5 1.9950068831409646
3.50 6.0 1.9025303709845718
3.50 6.5 1.9957623984650428
3.50 7.0 1.9996717367063632
3.50 7.5 1.9996424885598034
3.50 8.0 1.9991062598129345
3.75 0.5 1.999413990888893
3.75 1.0 2.000226160293449
3.75 1.5 1.999828298129987
3.75 2.0 1.9998724527943428
3.75 2.5 2.000157439698164
3.75 3.0 1.999707060954557
3.75 3.5 2.000362871007093
3.75 4.0 2.0006806166058753
3.75 4.5 1.9997978841789144
3.75 5.0 2.0008297202875838
3.75 5.5 1.9987471800305252
3.75 6.0 1.9955387730949832
3.75 6.5 1.6410173471290088
3.75 7.0 1.9996025217684983
3.75 7.5 2.000514139469157
3.75 8.0 1.9994446769963639
4.00 0.5 1.9998847525842272
4.00 1.0 1.999646955083102
4.00 1.5 1.9999370119597653
4.00 2.0 1.9999600461617635
4.00 2.5 2.000094734437357
4.00 3.0 2.0000036671842407
4.00 3.5 1.9999420746779315
4.00 4.0 1.999500043932333
4.00 4.5 2.0002140879310906
4.00 5.0 1.9996004273276353
4.00 5.5 1.9996873565826208
4.00 6.0 1.998694893709198
4.00 6.5 1.9951259792799083
4.00 7.0 1.3041481825934975
4.00 7.5 1.9948782969761274
4.00 8.0 1.9995219543481941
